run_idx,w,lambda_loss,seed,algo,env,mean_reward,collapsed,final_value_loss,final_explained_variance
83,0.5,1,45,PPO,MPE_CoopNav,-75.38583631345658,True,21.421235784449436,0.5336357267113181
95,0.5,1,57,PPO,MPE_CoopNav,-67.46176793948614,True,17.677187091837162,0.5500044463996545
93,0.5,1,55,PPO,MPE_CoopNav,-64.4678925998863,True,29.37918596432548,0.1300602493838678
86,0.5,1,48,PPO,MPE_CoopNav,-74.63892203184321,True,20.789569073968902,0.46630590616054024
101,0.55,1,43,PPO,MPE_CoopNav,-61.55680481835428,True,30.582566853064122,0.22361935495796031
97,0.5,1,59,PPO,MPE_CoopNav,-105.60682994746762,True,20.25818541752849,0.629092726951868
91,0.5,1,53,PPO,MPE_CoopNav,-62.59726233045443,True,31.9943164822692,0.14195386529274084
89,0.5,1,51,PPO,MPE_CoopNav,-60.41737184586189,True,26.746367709004772,0.2105357479041731
104,0.55,1,46,PPO,MPE_CoopNav,-72.51467555888054,True,20.410059850164018,0.4868636857646681
149,0.65,1,51,PPO,MPE_CoopNav,-85.96887118501868,True,25.331702207053667,0.44962344337707905
140,0.65,1,42,PPO,MPE_CoopNav,-75.92237041910127,True,25.07461938332962,0.3312238576546521
98,0.5,1,60,PPO,MPE_CoopNav,-87.86686639358524,True,31.827736763948057,0.3363709875815351
96,0.5,1,58,PPO,MPE_CoopNav,-123.18959874868133,True,22.42987794424294,0.5674369870309411
82,0.5,1,44,PPO,MPE_CoopNav,-71.61603773947769,True,25.575187301818907,0.28349690478910405
102,0.55,1,44,PPO,MPE_CoopNav,-74.82821951959744,True,33.850966761878446,0.21910957391069733
138,0.6,1,60,PPO,MPE_CoopNav,-72.05994152315637,True,23.09164860715634,0.42460298460935664
146,0.65,1,48,PPO,MPE_CoopNav,-64.1594297761839,True,27.121527820115816,0.32056648378640834
90,0.5,1,52,PPO,MPE_CoopNav,-72.28347679790126,True,22.1654729785214,0.5111814344566549
100,0.55,1,42,PPO,MPE_CoopNav,-91.77315554846442,True,20.89903723982171,0.5958481483523962
144,0.65,1,46,PPO,MPE_CoopNav,-71.79035233885243,True,24.978173914120532,0.35845021041117314
150,0.65,1,52,PPO,MPE_CoopNav,-100.23990241469915,True,30.304167310987026,0.39176879477867244
84,0.5,1,46,PPO,MPE_CoopNav,-99.41669857865926,True,24.589330126335618,0.48898213630525467
160,0.7,1,42,PPO,MPE_CoopNav,-68.39748601569025,True,29.622686239149754,0.2080293177184619
88,0.5,1,50,PPO,MPE_CoopNav,-60.356818627885374,True,27.291503037289072,0.2855956563571046
